<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2018.01.02;0:00:00;120.088;120.153;120.007;120.135;399;0;18
2018.01.02;1:00:00;120.118;120.145;120.045;120.098;1674;0;18
2018.01.02;2:00:00;120.087;120.159;120.083;120.152;638;0;16
2018.01.02;3:00:00;120.151;120.223;120.136;120.146;1194;0;17
2018.01.02;4:00:00;120.152;120.154;120.069;120.087;942;0;17
2018.01.02;5:00:00;120.087;120.202;120.087;120.110;875;0;17
2018.01.02;6:00:00;120.110;120.184;120.106;120.165;615;0;15
2018.01.02;7:00:00;120.165;120.245;120.150;120.245;1001;0;3
2018.01.02;8:00:00;120.246;120.304;120.227;120.285;2634;0;1
2018.01.02;9:00:00;120.284;120.383;120.238;120.362;6613;0;1
2018.01.02;10:00:00;120.362;120.477;120.323;120.452;6841;0;1
2018.01.02;11:00:00;120.453;120.707;120.422;120.705;6109;0;1
2018.01.02;12:00:00;120.705;120.812;120.613;120.685;7746;0;1
2018.01.02;13:00:00;120.686;120.708;120.593;120.594;4596;0;1
2018.01.02;14:00:00;120.593;120.688;120.568;120.628;5557;0;1
2018.01.02;15:00:00;120.628;120.665;120.562;120.574;6234;0;1
2018.01.02;16:00:00;120.572;120.588;120.353;120.389;8089;0;1
2018.01.02;17:00:00;120.390;120.458;120.261;120.450;9601;0;1
2018.01.02;18:00:00;120.451;120.591;120.437;120.492;8040;0;1
2018.01.02;19:00:00;120.492;120.536;120.413;120.447;4317;0;1
2018.01.02;20:00:00;120.447;120.499;120.419;120.445;2743;0;1
2018.01.02;21:00:00;120.445;120.537;120.431;120.533;2148;0;1
2018.01.02;22:00:00;120.535;120.606;120.517;120.591;2221;0;1
2018.01.02;23:00:00;120.598;120.652;120.545;120.579;1952;0;1
2018.01.03;0:00:00;120.579;120.582;120.550;120.574;1299;0;1
2018.01.03;1:00:00;120.573;120.661;120.570;120.619;1587;0;1
2018.01.03;2:00:00;120.619;120.638;120.493;120.592;3043;0;1
2018.01.03;3:00:00;120.592;120.634;120.444;120.530;3230;0;1
2018.01.03;4:00:00;120.529;120.530;120.420;120.423;2848;0;1
2018.01.03;5:00:00;120.424;120.478;120.418;120.467;1306;0;1
2018.01.03;6:00:00;120.467;120.538;120.465;120.509;1466;0;1
2018.01.03;7:00:00;120.510;120.592;120.492;120.583;1913;0;1
2018.01.03;8:00:00;120.582;120.605;120.441;120.449;3213;0;1
2018.01.03;9:00:00;120.448;120.490;120.346;120.391;7075;0;1
2018.01.03;10:00:00;120.390;120.430;120.312;120.426;5955;0;1
2018.01.03;11:00:00;120.426;120.434;120.344;120.382;4316;0;1
2018.01.03;12:00:00;120.382;120.406;120.149;120.177;7516;0;1
2018.01.03;13:00:00;120.177;120.189;120.107;120.150;6271;0;1
2018.01.03;14:00:00;120.151;120.236;120.108;120.231;4983;0;1
2018.01.03;15:00:00;120.232;120.345;120.198;120.327;5345;0;1
2018.01.03;16:00:00;120.326;120.328;120.142;120.172;6391;0;1
2018.01.03;17:00:00;120.172;120.247;120.034;120.236;9382;0;1
2018.01.03;18:00:00;120.235;120.323;120.198;120.298;5007;0;1
2018.01.03;19:00:00;120.299;120.316;120.243;120.273;2664;0;1
2018.01.03;20:00:00;120.272;120.294;120.220;120.274;2118;0;1
2018.01.03;21:00:00;120.271;120.301;120.010;120.163;8049;0;1
2018.01.03;22:00:00;120.162;120.290;120.102;120.124;3927;0;1
2018.01.03;23:00:00;120.117;120.159;120.101;120.142;1691;0;1
2018.01.04;0:00:00;120.142;120.165;120.103;120.106;2220;0;1
2018.01.04;1:00:00;120.106;120.140;120.064;120.108;2026;0;1
2018.01.04;2:00:00;120.108;120.113;120.043;120.100;2831;0;1
2018.01.04;3:00:00;120.099;120.110;120.049;120.079;2598;0;1
2018.01.04;4:00:00;120.079;120.191;120.077;120.178;3058;0;1
2018.01.04;5:00:00;120.177;120.178;120.125;120.146;1694;0;1
2018.01.04;6:00:00;120.147;120.223;120.146;120.179;1712;0;1
2018.01.04;7:00:00;120.178;120.230;120.144;120.191;1588;0;1
2018.01.04;8:00:00;120.192;120.381;120.172;120.279;4514;0;1
2018.01.04;9:00:00;120.278;120.376;120.249;120.284;5740;0;1
2018.01.04;10:00:00;120.282;120.352;120.215;120.259;5749;0;1
2018.01.04;11:00:00;120.258;120.460;120.251;120.433;5725;0;1
2018.01.04;12:00:00;120.433;120.557;120.414;120.513;6292;0;1
2018.01.04;13:00:00;120.512;120.658;120.468;120.622;6248;0;1
2018.01.04;14:00:00;120.622;120.746;120.593;120.705;5125;0;1
2018.01.04;15:00:00;120.706;120.748;120.549;120.621;11167;0;1
2018.01.04;16:00:00;120.622;120.861;120.602;120.823;8971;0;1
2018.01.04;17:00:00;120.822;120.889;120.715;120.744;8967;0;1
2018.01.04;18:00:00;120.743;120.769;120.607;120.631;7880;0;1
2018.01.04;19:00:00;120.633;120.785;120.619;120.744;4268;0;1
2018.01.04;20:00:00;120.743;120.802;120.609;120.647;4511;0;1
2018.01.04;21:00:00;120.647;120.718;120.639;120.717;2817;0;1
2018.01.04;22:00:00;120.716;120.735;120.653;120.685;2346;0;1
2018.01.04;23:00:00;120.689;120.711;120.655;120.678;1668;0;1
2018.01.05;0:00:00;120.678;120.728;120.640;120.717;1852;0;1
2018.01.05;1:00:00;120.714;120.725;120.665;120.665;1435;0;1
2018.01.05;2:00:00;120.664;120.795;120.651;120.774;3896;0;1
2018.01.05;3:00:00;120.775;120.794;120.700;120.724;2887;0;1
2018.01.05;4:00:00;120.723;120.743;120.680;120.710;2349;0;1
2018.01.05;5:00:00;120.709;120.755;120.709;120.744;1869;0;1
2018.01.05;6:00:00;120.744;120.748;120.703;120.741;1323;0;1
2018.01.05;7:00:00;120.740;120.754;120.697;120.715;2351;0;1
2018.01.05;8:00:00;120.714;120.744;120.567;120.567;3674;0;1
2018.01.05;9:00:00;120.570;120.671;120.554;120.574;6020;0;1
2018.01.05;10:00:00;120.574;120.625;120.511;120.528;6591;0;1
2018.01.05;11:00:00;120.528;120.576;120.416;120.444;5054;0;1
2018.01.05;12:00:00;120.426;120.540;120.419;120.499;5666;0;1
2018.01.05;13:00:00;120.499;120.553;120.481;120.527;3557;0;1
2018.01.05;14:00:00;120.528;120.542;120.446;120.476;3812;0;1
2018.01.05;15:00:00;120.476;120.828;120.444;120.520;17841;0;1
2018.01.05;16:00:00;120.522;120.559;120.250;120.291;13279;0;1
2018.01.05;17:00:00;120.300;120.443;120.206;120.360;11909;0;1
2018.01.05;18:00:00;120.361;120.434;120.302;120.381;6669;0;1
2018.01.05;19:00:00;120.381;120.489;120.362;120.471;3792;0;1
2018.01.05;20:00:00;120.471;120.489;120.435;120.453;2508;0;1
2018.01.05;21:00:00;120.454;120.508;120.454;120.473;1789;0;1
2018.01.05;22:00:00;120.473;120.494;120.388;120.417;1711;0;1
2018.01.05;23:00:00;120.419;120.424;120.275;120.298;1794;0;1
2018.01.08;0:00:00;120.268;120.356;120.258;120.313;1108;0;1
2018.01.08;1:00:00;120.313;120.390;120.313;120.370;1590;0;1
2018.01.08;2:00:00;120.371;120.449;120.331;120.426;1428;0;1
2018.01.08;3:00:00;120.428;120.523;120.417;120.445;3496;0;1
2018.01.08;4:00:00;120.445;120.466;120.308;120.359;2805;0;1
2018.01.08;5:00:00;120.358;120.358;120.270;120.324;1701;0;1
2018.01.08;6:00:00;120.325;120.330;120.230;120.254;2435;0;1
2018.01.08;7:00:00;120.254;120.286;120.119;120.198;2823;0;1
2018.01.08;8:00:00;120.198;120.227;120.126;120.141;2633;0;1
2018.01.08;9:00:00;120.141;120.145;119.929;119.930;5314;0;1
2018.01.08;10:00:00;119.929;120.009;119.834;119.907;6008;0;1
2018.01.08;11:00:00;119.908;119.937;119.871;119.897;3927;0;1
2018.01.08;12:00:00;119.898;120.093;119.894;120.037;4878;0;1
2018.01.08;13:00:00;120.036;120.065;119.845;119.860;4254;0;1
2018.01.08;14:00:00;119.860;119.907;119.710;119.716;6072;0;1
2018.01.08;15:00:00;119.718;119.787;119.685;119.699;6363;0;1
2018.01.08;16:00:00;119.700;119.792;119.664;119.671;6441;0;1
2018.01.08;17:00:00;119.672;119.774;119.590;119.751;7078;0;1
2018.01.08;18:00:00;119.752;119.821;119.701;119.724;5936;0;1
2018.01.08;19:00:00;119.725;119.787;119.687;119.774;3670;0;1
2018.01.08;20:00:00;119.774;119.774;119.568;119.621;3467;0;1
2018.01.08;21:00:00;119.622;119.657;119.556;119.628;2477;0;1
2018.01.08;22:00:00;119.628;119.669;119.612;119.669;1835;0;1
2018.01.08;23:00:00;119.663;119.683;119.637;119.669;1182;0;1
2018.01.09;0:00:00;119.669;119.698;119.658;119.680;1188;0;1
2018.01.09;1:00:00;119.680;119.707;119.662;119.699;824;0;1
2018.01.09;2:00:00;119.699;119.734;119.651;119.713;1954;0;1
2018.01.09;3:00:00;119.714;119.716;119.578;119.669;4764;0;1
2018.01.09;4:00:00;119.670;119.756;119.669;119.727;5156;0;1
2018.01.09;5:00:00;119.726;119.751;119.675;119.717;1773;0;1
2018.01.09;6:00:00;119.717;119.724;119.659;119.681;1477;0;1
2018.01.09;7:00:00;119.681;119.718;119.642;119.651;1622;0;1
2018.01.09;8:00:00;119.650;119.650;119.518;119.560;3543;0;1
2018.01.09;9:00:00;119.560;119.708;119.509;119.512;8066;0;1
2018.01.09;10:00:00;119.511;119.529;119.324;119.393;8025;0;1
2018.01.09;11:00:00;119.394;119.463;119.320;119.387;7063;0;1
2018.01.09;12:00:00;119.386;119.396;119.252;119.277;5829;0;1
2018.01.09;13:00:00;119.277;119.299;119.210;119.283;4294;0;1
2018.01.09;14:00:00;119.282;119.357;119.252;119.333;4507;0;1
2018.01.09;15:00:00;119.331;119.339;119.155;119.209;6902;0;1
2018.01.09;16:00:00;119.209;119.331;119.172;119.179;7052;0;1
2018.01.09;17:00:00;119.177;119.336;119.176;119.297;8481;0;1
2018.01.09;18:00:00;119.298;119.313;119.182;119.210;6239;0;1
2018.01.09;19:00:00;119.212;119.256;119.180;119.212;3549;0;1
2018.01.09;20:00:00;119.213;119.314;119.166;119.306;2607;0;1
2018.01.09;21:00:00;119.306;119.358;119.249;119.320;2535;0;1
2018.01.09;22:00:00;119.319;119.383;119.298;119.375;2249;0;1
2018.01.09;23:00:00;119.368;119.391;119.356;119.364;1088;0;1
2018.01.10;0:00:00;119.364;119.384;119.350;119.354;1309;0;1
2018.01.10;1:00:00;119.353;119.361;119.277;119.284;1243;0;1
2018.01.10;2:00:00;119.283;119.385;119.282;119.377;2707;0;1
2018.01.10;3:00:00;119.376;119.454;119.328;119.452;4739;0;1
2018.01.10;4:00:00;119.451;119.489;119.403;119.481;3142;0;1
2018.01.10;5:00:00;119.481;119.493;119.410;119.419;1546;0;1
2018.01.10;6:00:00;119.419;119.428;119.359;119.362;1744;0;1
2018.01.10;7:00:00;119.361;119.416;119.271;119.280;3107;0;1
2018.01.10;8:00:00;119.280;119.342;119.232;119.289;4934;0;1
2018.01.10;9:00:00;119.288;119.448;119.275;119.347;8868;0;1
2018.01.10;10:00:00;119.348;119.549;119.343;119.463;7682;0;1
2018.01.10;11:00:00;119.463;119.495;119.381;119.387;6377;0;1
2018.01.10;12:00:00;119.387;120.002;119.316;119.944;15595;0;1
2018.01.10;13:00:00;119.945;120.164;119.870;120.055;14130;0;1
2018.01.10;14:00:00;120.056;120.181;119.956;119.980;10477;0;1
2018.01.10;15:00:00;119.981;120.027;119.901;119.948;9100;0;1
2018.01.10;16:00:00;119.949;120.071;119.731;119.859;10668;0;1
2018.01.10;17:00:00;119.858;119.963;119.772;119.827;10485;0;1
2018.01.10;18:00:00;119.827;119.839;119.556;119.580;9975;0;1
2018.01.10;19:00:00;119.579;119.651;119.509;119.601;5308;0;1
2018.01.10;20:00:00;119.601;119.678;119.554;119.586;4318;0;1
2018.01.10;21:00:00;119.585;119.595;119.406;119.576;7386;0;1
2018.01.10;22:00:00;119.575;119.655;119.542;119.568;5418;0;1
2018.01.10;23:00:00;119.564;119.583;119.469;119.474;1494;0;1
2018.01.11;0:00:00;119.474;119.530;119.463;119.494;1827;0;1
2018.01.11;1:00:00;119.493;119.590;119.492;119.558;900;0;1
2018.01.11;2:00:00;119.557;119.602;119.474;119.602;4777;0;1
2018.01.11;3:00:00;119.602;119.628;119.540;119.594;4913;0;1
2018.01.11;4:00:00;119.595;119.691;119.563;119.666;2694;0;1
2018.01.11;5:00:00;119.665;119.701;119.450;119.535;6103;0;1
2018.01.11;6:00:00;119.535;119.545;119.413;119.468;4536;0;1
2018.01.11;7:00:00;119.469;119.541;119.413;119.522;3818;0;1
2018.01.11;8:00:00;119.522;119.522;119.365;119.421;3658;0;1
2018.01.11;9:00:00;119.420;119.499;119.294;119.400;6825;0;1
2018.01.11;10:00:00;119.399;119.421;119.293;119.380;8167;0;1
2018.01.11;11:00:00;119.380;119.496;119.331;119.478;7094;0;1
2018.01.11;12:00:00;119.477;119.516;119.390;119.465;6135;0;1
2018.01.11;13:00:00;119.466;119.506;119.407;119.435;5335;0;1
2018.01.11;14:00:00;119.435;120.129;119.364;120.041;19516;0;1
2018.01.11;15:00:00;120.041;120.349;120.025;120.313;20910;0;1
2018.01.11;16:00:00;120.312;120.487;120.308;120.477;10922;0;1
2018.01.11;17:00:00;120.477;120.588;120.394;120.491;12569;0;1
2018.01.11;18:00:00;120.491;120.497;120.321;120.344;7631;0;1
2018.01.11;19:00:00;120.345;120.409;120.311;120.377;4320;0;1
2018.01.11;20:00:00;120.378;120.475;120.301;120.367;4936;0;1
2018.01.11;21:00:00;120.366;120.457;120.340;120.390;3144;0;1
2018.01.11;22:00:00;120.390;120.399;120.276;120.306;2484;0;1
2018.01.11;23:00:00;120.321;120.347;120.284;120.314;1983;0;1
2018.01.12;0:00:00;120.314;120.404;120.309;120.385;2234;0;1
2018.01.12;1:00:00;120.386;120.440;120.308;120.429;1884;0;1
2018.01.12;2:00:00;120.431;120.666;120.415;120.585;8359;0;1
2018.01.12;3:00:00;120.584;120.614;120.430;120.454;5244;0;1
2018.01.12;4:00:00;120.452;120.504;120.420;120.468;3221;0;1
2018.01.12;5:00:00;120.468;120.530;120.455;120.515;2752;0;1
2018.01.12;6:00:00;120.516;120.546;120.457;120.535;2619;0;1
2018.01.12;7:00:00;120.535;120.572;120.400;120.441;2692;0;1
2018.01.12;8:00:00;120.441;120.522;120.423;120.484;3584;0;1
2018.01.12;9:00:00;120.483;120.754;120.455;120.626;10834;0;1
2018.01.12;10:00:00;120.626;121.206;120.521;121.113;17267;0;1
2018.01.12;11:00:00;121.114;121.368;121.110;121.254;14067;0;1
2018.01.12;12:00:00;121.253;121.290;121.144;121.189;6458;0;1
2018.01.12;13:00:00;121.190;121.357;121.189;121.242;6751;0;1
2018.01.12;14:00:00;121.242;121.382;121.226;121.333;7045;0;1
2018.01.12;15:00:00;121.334;121.486;121.121;121.201;21132;0;1
2018.01.12;16:00:00;121.200;121.488;121.114;121.379;15184;0;1
2018.01.12;17:00:00;121.379;121.551;121.325;121.480;13657;0;1
2018.01.12;18:00:00;121.479;121.557;121.220;121.302;13824;0;1
2018.01.12;19:00:00;121.302;121.370;121.241;121.344;6206;0;1
2018.01.12;20:00:00;121.346;121.665;121.329;121.624;7732;0;1
2018.01.12;21:00:00;121.624;121.849;121.605;121.812;7587;0;1
2018.01.12;22:00:00;121.814;121.885;121.767;121.870;3547;0;1
2018.01.12;23:00:00;121.878;122.185;121.878;122.000;5567;0;1
2018.01.15;0:00:00;121.932;122.085;121.918;122.030;1915;0;1
2018.01.15;1:00:00;122.027;122.115;121.908;121.920;3103;0;1
2018.01.15;2:00:00;121.921;121.989;121.875;121.909;6690;0;1
2018.01.15;3:00:00;121.909;122.088;121.894;121.982;7643;0;1
2018.01.15;4:00:00;121.984;122.083;121.923;121.947;5495;0;1
2018.01.15;5:00:00;121.946;122.041;121.927;122.001;4366;0;1
2018.01.15;6:00:00;122.001;122.110;121.961;122.104;4519;0;1
2018.01.15;7:00:00;122.101;122.402;122.077;122.230;9656;0;1
2018.01.15;8:00:00;122.230;122.300;122.076;122.089;8265;0;1
2018.01.15;9:00:00;122.089;122.204;122.012;122.117;8073;0;1
2018.01.15;10:00:00;122.118;122.346;122.096;122.312;8037;0;1
2018.01.15;11:00:00;122.314;122.695;122.288;122.602;10010;0;1
2018.01.15;12:00:00;122.602;122.965;122.575;122.744;11154;0;1
2018.01.15;13:00:00;122.744;122.824;122.520;122.556;7022;0;1
2018.01.15;14:00:00;122.555;122.726;122.514;122.700;5938;0;1
2018.01.15;15:00:00;122.698;122.862;122.651;122.832;6969;0;1
2018.01.15;16:00:00;122.832;122.910;122.597;122.616;7129;0;1
2018.01.15;17:00:00;122.616;122.712;122.544;122.596;6230;0;1
2018.01.15;18:00:00;122.598;122.938;122.590;122.657;8384;0;1
2018.01.15;19:00:00;122.658;122.876;122.657;122.718;3801;0;1
2018.01.15;20:00:00;122.717;122.764;122.681;122.728;3990;0;1
2018.01.15;21:00:00;122.728;122.745;122.632;122.685;4675;0;1
2018.01.15;22:00:00;122.685;122.785;122.634;122.694;7592;0;1
2018.01.15;23:00:00;122.691;122.696;122.626;122.626;5277;0;1
2018.01.16;0:00:00;122.626;122.673;122.623;122.642;939;0;1
2018.01.16;1:00:00;122.641;122.749;122.613;122.666;1950;0;1
2018.01.16;2:00:00;122.668;122.696;122.605;122.620;3915;0;1
2018.01.16;3:00:00;122.623;122.658;122.479;122.655;5671;0;1
2018.01.16;4:00:00;122.655;122.797;122.591;122.679;5639;0;1
2018.01.16;5:00:00;122.677;122.695;122.554;122.575;3952;0;1
2018.01.16;6:00:00;122.577;122.702;122.573;122.669;3018;0;1
2018.01.16;7:00:00;122.669;122.699;122.614;122.627;3253;0;1
2018.01.16;8:00:00;122.628;122.834;122.582;122.670;6700;0;1
2018.01.16;9:00:00;122.671;122.678;122.158;122.467;20738;0;1
2018.01.16;10:00:00;122.467;122.675;122.226;122.360;13147;0;1
2018.01.16;11:00:00;122.360;122.410;122.221;122.331;9748;0;1
2018.01.16;12:00:00;122.331;122.386;122.015;122.131;12042;0;1
2018.01.16;13:00:00;122.132;122.240;122.048;122.153;6328;0;1
2018.01.16;14:00:00;122.152;122.403;122.144;122.323;6890;0;1
2018.01.16;15:00:00;122.325;122.358;122.120;122.184;7793;0;1
2018.01.16;16:00:00;122.185;122.185;121.951;122.088;12059;0;1
2018.01.16;17:00:00;122.090;122.340;122.070;122.293;9761;0;1
2018.01.16;18:00:00;122.295;122.477;122.251;122.440;8000;0;1
2018.01.16;19:00:00;122.439;122.454;122.331;122.436;5321;0;1
2018.01.16;20:00:00;122.435;122.693;122.431;122.672;4993;0;1
2018.01.16;21:00:00;122.671;122.807;122.634;122.717;6912;0;1
2018.01.16;22:00:00;122.718;122.741;122.649;122.665;4005;0;1
2018.01.16;23:00:00;122.642;122.661;122.542;122.595;2073;0;1
2018.01.17;0:00:00;122.595;122.634;122.544;122.561;2118;0;1
2018.01.17;1:00:00;122.561;122.769;122.560;122.707;2387;0;1
2018.01.17;2:00:00;122.708;123.231;122.640;123.032;11127;0;1
2018.01.17;3:00:00;123.035;123.059;122.853;122.906;10128;0;1
2018.01.17;4:00:00;122.906;122.971;122.674;122.680;6910;0;1
2018.01.17;5:00:00;122.681;122.755;122.592;122.675;5622;0;1
2018.01.17;6:00:00;122.674;122.701;122.484;122.496;6357;0;1
2018.01.17;7:00:00;122.498;122.541;122.373;122.443;6847;0;1
2018.01.17;8:00:00;122.442;122.512;122.149;122.201;8308;0;1
2018.01.17;9:00:00;122.202;122.351;122.085;122.176;14154;0;1
2018.01.17;10:00:00;122.176;122.441;122.112;122.265;12758;0;1
2018.01.17;11:00:00;122.264;122.435;122.164;122.365;9355;0;1
2018.01.17;12:00:00;122.366;122.499;122.322;122.346;8554;0;1
2018.01.17;13:00:00;122.345;122.370;122.052;122.069;8040;0;1
2018.01.17;14:00:00;122.068;122.142;122.012;122.096;7218;0;1
2018.01.17;15:00:00;122.096;122.232;121.963;122.191;10834;0;1
2018.01.17;16:00:00;122.192;122.296;122.125;122.217;10446;0;1
2018.01.17;17:00:00;122.216;122.458;122.160;122.418;12820;0;1
2018.01.17;18:00:00;122.419;122.448;122.257;122.284;9941;0;1
2018.01.17;19:00:00;122.283;122.533;122.272;122.518;5791;0;1
2018.01.17;20:00:00;122.517;122.881;122.498;122.769;9518;0;1
2018.01.17;21:00:00;122.770;122.770;122.356;122.376;9550;0;1
2018.01.17;22:00:00;122.375;122.381;122.087;122.128;9728;0;1
2018.01.17;23:00:00;122.170;122.177;121.769;121.843;5672;0;1
2018.01.18;0:00:00;121.843;121.918;121.652;121.654;4504;0;1
2018.01.18;1:00:00;121.653;121.879;121.653;121.803;2419;0;1
2018.01.18;2:00:00;121.803;122.043;121.792;121.899;10249;0;1
2018.01.18;3:00:00;121.901;121.970;121.798;121.929;6500;0;1
2018.01.18;4:00:00;121.929;122.013;121.909;121.940;5482;0;1
2018.01.18;5:00:00;121.939;121.951;121.735;121.796;4766;0;1
2018.01.18;6:00:00;121.797;121.969;121.789;121.948;4800;0;1
2018.01.18;7:00:00;121.946;122.088;121.941;122.067;5800;0;1
2018.01.18;8:00:00;122.067;122.098;121.960;122.076;5515;0;1
2018.01.18;9:00:00;122.076;122.121;121.865;122.065;9674;0;1
2018.01.18;10:00:00;122.066;122.175;122.018;122.037;8324;0;1
2018.01.18;11:00:00;122.038;122.178;121.960;122.144;6764;0;1
2018.01.18;12:00:00;122.145;122.296;122.123;122.280;6586;0;1
2018.01.18;13:00:00;122.279;122.469;122.272;122.399;7298;0;1
2018.01.18;14:00:00;122.400;122.526;122.341;122.395;7778;0;1
2018.01.18;15:00:00;122.396;122.502;122.272;122.493;9666;0;1
2018.01.18;16:00:00;122.493;122.648;122.419;122.606;10528;0;1
2018.01.18;17:00:00;122.605;122.605;122.308;122.391;12300;0;1
2018.01.18;18:00:00;122.392;122.541;122.266;122.377;12805;0;1
2018.01.18;19:00:00;122.378;122.553;122.206;122.284;7385;0;1
2018.01.18;20:00:00;122.284;122.358;122.198;122.259;6227;0;1
2018.01.18;21:00:00;122.259;122.448;122.248;122.432;4693;0;1
2018.01.18;22:00:00;122.434;122.472;122.263;122.386;5559;0;1
2018.01.18;23:00:00;122.389;122.432;122.368;122.369;2025;0;1
2018.01.19;0:00:00;122.369;122.445;122.331;122.408;3463;0;1
2018.01.19;1:00:00;122.408;122.461;122.316;122.343;2297;0;1
2018.01.19;2:00:00;122.343;122.537;122.321;122.366;7517;0;1
2018.01.19;3:00:00;122.365;122.456;122.324;122.434;6398;0;1
2018.01.19;4:00:00;122.435;122.563;122.401;122.447;6099;0;1
2018.01.19;5:00:00;122.447;122.702;122.435;122.669;6421;0;1
2018.01.19;6:00:00;122.668;122.668;122.594;122.623;3728;0;1
2018.01.19;7:00:00;122.625;122.636;122.531;122.607;2724;0;1
2018.01.19;8:00:00;122.604;122.682;122.572;122.591;5034;0;1
2018.01.19;9:00:00;122.590;122.791;122.514;122.719;9623;0;1
2018.01.19;10:00:00;122.719;122.849;122.620;122.830;10302;0;1
2018.01.19;11:00:00;122.830;122.954;122.651;122.817;9166;0;1
2018.01.19;12:00:00;122.816;122.840;122.666;122.740;6785;0;1
2018.01.19;13:00:00;122.741;122.772;122.559;122.732;7269;0;1
2018.01.19;14:00:00;122.732;122.732;122.532;122.570;6399;0;1
2018.01.19;15:00:00;122.572;122.693;122.392;122.434;14450;0;1
2018.01.19;16:00:00;122.434;122.527;122.305;122.508;11067;0;1
2018.01.19;17:00:00;122.508;122.573;122.186;122.209;12241;0;1
2018.01.19;18:00:00;122.210;122.393;122.207;122.374;7832;0;1
2018.01.19;19:00:00;122.373;122.432;122.313;122.325;5012;0;1
2018.01.19;20:00:00;122.324;122.327;122.192;122.327;4373;0;1
2018.01.19;21:00:00;122.327;122.387;122.315;122.329;3997;0;1
2018.01.19;22:00:00;122.334;122.345;122.202;122.208;3256;0;1
2018.01.19;23:00:00;122.201;122.338;122.149;122.224;4571;0;1
2018.01.22;0:00:00;122.698;122.708;122.553;122.592;2402;0;1
2018.01.22;1:00:00;122.590;122.600;122.338;122.561;3239;0;1
2018.01.22;2:00:00;122.561;122.576;122.414;122.441;6281;0;1
2018.01.22;3:00:00;122.444;122.445;122.252;122.287;8233;0;1
2018.01.22;4:00:00;122.287;122.376;122.266;122.365;5301;0;1
2018.01.22;5:00:00;122.365;122.376;122.247;122.288;3366;0;1
2018.01.22;6:00:00;122.288;122.299;122.163;122.238;4432;0;1
2018.01.22;7:00:00;122.238;122.333;122.172;122.313;3986;0;1
2018.01.22;8:00:00;122.313;122.338;122.139;122.162;5699;0;1
2018.01.22;9:00:00;122.161;122.429;122.157;122.372;8902;0;1
2018.01.22;10:00:00;122.372;122.500;122.350;122.417;7567;0;1
2018.01.22;11:00:00;122.418;122.558;122.418;122.498;6020;0;1
2018.01.22;12:00:00;122.500;122.670;122.476;122.620;6501;0;1
2018.01.22;13:00:00;122.621;122.631;122.515;122.550;4708;0;1
2018.01.22;14:00:00;122.551;122.564;122.390;122.414;4860;0;1
2018.01.22;15:00:00;122.415;122.517;122.335;122.494;5876;0;1
2018.01.22;16:00:00;122.494;122.588;122.384;122.401;7603;0;1
2018.01.22;17:00:00;122.401;122.604;122.384;122.537;7428;0;1
2018.01.22;18:00:00;122.535;122.548;122.281;122.282;8384;0;1
2018.01.22;19:00:00;122.286;122.446;122.241;122.435;7455;0;1
2018.01.22;20:00:00;122.436;122.507;122.393;122.493;3573;0;1
2018.01.22;21:00:00;122.494;122.612;122.475;122.584;3626;0;1
2018.01.22;22:00:00;122.585;122.604;122.544;122.585;2920;0;1
2018.01.22;23:00:00;122.583;122.628;122.567;122.615;1456;0;1
2018.01.23;0:00:00;122.615;122.643;122.573;122.600;3036;0;1
2018.01.23;1:00:00;122.599;122.601;122.550;122.562;2015;0;1
2018.01.23;2:00:00;122.562;122.728;122.559;122.673;3650;0;1
2018.01.23;3:00:00;122.674;122.753;122.626;122.662;4187;0;1
2018.01.23;4:00:00;122.661;122.671;122.508;122.613;3764;0;1
2018.01.23;5:00:00;122.612;122.763;122.547;122.577;9203;0;1
2018.01.23;6:00:00;122.578;122.652;122.551;122.594;3474;0;1
2018.01.23;7:00:00;122.596;122.609;122.516;122.579;3331;0;1
2018.01.23;8:00:00;122.580;122.711;122.440;122.479;7986;0;1
2018.01.23;9:00:00;122.478;122.565;122.383;122.512;9270;0;1
2018.01.23;10:00:00;122.513;122.526;122.230;122.387;11266;0;1
2018.01.23;11:00:00;122.386;122.455;122.312;122.376;6393;0;1
2018.01.23;12:00:00;122.379;122.544;122.376;122.467;6681;0;1
2018.01.23;13:00:00;122.467;122.577;122.363;122.364;7072;0;1
2018.01.23;14:00:00;122.365;122.537;122.340;122.495;7028;0;1
2018.01.23;15:00:00;122.495;122.647;122.455;122.585;7639;0;1
2018.01.23;16:00:00;122.586;122.831;122.511;122.784;9918;0;1
2018.01.23;17:00:00;122.785;123.062;122.770;122.931;13338;0;1
2018.01.23;18:00:00;122.931;122.946;122.707;122.761;9604;0;1
2018.01.23;19:00:00;122.762;122.901;122.751;122.793;5346;0;1
2018.01.23;20:00:00;122.792;122.893;122.756;122.807;4554;0;1
2018.01.23;21:00:00;122.806;122.955;122.801;122.952;4259;0;1
2018.01.23;22:00:00;122.952;122.969;122.884;122.937;2596;0;1
2018.01.23;23:00:00;122.934;122.996;122.931;122.983;1876;0;1
2018.01.24;0:00:00;122.979;122.995;122.958;122.971;1391;0;1
2018.01.24;1:00:00;122.970;123.153;122.937;123.090;3288;0;1
2018.01.24;2:00:00;123.090;123.127;122.912;122.998;5014;0;1
