<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<TICKVOL>;<VOL>;<SPREAD>
2018.05.16;16:00:00;117.665;118.077;117.663;117.985;11438;0;1
2018.05.16;17:00:00;117.985;118.199;117.860;117.861;11958;0;1
2018.05.16;18:00:00;117.862;117.882;117.780;117.869;7274;0;1
2018.05.16;19:00:00;117.869;118.162;117.813;118.125;6010;0;1
2018.05.16;20:00:00;118.125;118.176;118.049;118.170;4490;0;1
2018.05.16;21:00:00;118.170;118.198;118.002;118.011;3713;0;1
2018.05.16;22:00:00;118.011;118.042;117.988;118.027;2121;0;1
2018.05.16;23:00:00;118.027;118.091;118.015;118.069;1187;0;1
2018.05.17;0:00:00;118.065;118.129;118.025;118.113;2428;0;1
2018.05.17;1:00:00;118.112;118.169;118.096;118.159;1118;0;1
2018.05.17;2:00:00;118.159;118.200;118.110;118.147;1315;0;1
2018.05.17;3:00:00;118.147;118.147;118.071;118.115;2047;0;1
2018.05.17;4:00:00;118.115;118.186;118.066;118.120;2259;0;1
2018.05.17;5:00:00;118.120;118.374;118.120;118.309;3627;0;1
2018.05.17;6:00:00;118.309;118.329;118.228;118.278;1634;0;1
2018.05.17;7:00:00;118.277;118.277;118.176;118.188;1175;0;1
2018.05.17;8:00:00;118.188;118.354;118.135;118.327;3224;0;1
2018.05.17;9:00:00;118.327;118.327;117.936;118.027;12542;0;1
2018.05.17;10:00:00;118.028;118.307;117.923;118.219;11511;0;1
2018.05.17;11:00:00;118.220;118.248;118.076;118.148;5946;0;1
2018.05.17;12:00:00;118.148;118.247;117.972;118.028;5319;0;1
2018.05.17;13:00:00;118.028;118.103;117.763;117.924;7576;0;1
2018.05.17;14:00:00;117.924;117.969;117.836;117.900;5396;0;1
2018.05.17;15:00:00;117.900;118.116;117.846;118.056;8907;0;1
2018.05.17;16:00:00;118.055;118.110;117.857;117.909;9469;0;1
2018.05.17;17:00:00;117.909;118.035;117.858;117.900;8429;0;1
2018.05.17;18:00:00;117.902;117.991;117.851;117.968;7590;0;1
2018.05.17;19:00:00;117.968;118.089;117.961;118.044;5475;0;1
2018.05.17;20:00:00;118.044;118.054;117.932;117.957;3561;0;1
2018.05.17;21:00:00;117.957;118.028;117.932;117.981;2831;0;1
2018.05.17;22:00:00;117.982;117.994;117.925;117.953;1540;0;1
2018.05.17;23:00:00;117.953;117.972;117.930;117.931;831;0;1
2018.05.18;0:00:00;117.938;117.981;117.931;117.947;2121;0;1
2018.05.18;1:00:00;117.947;117.972;117.940;117.971;798;0;1
2018.05.18;2:00:00;117.970;117.971;117.900;117.901;1151;0;1
2018.05.18;3:00:00;117.901;118.079;117.892;118.053;2187;0;1
2018.05.18;4:00:00;118.053;118.075;117.989;118.023;1953;0;1
2018.05.18;5:00:00;118.023;118.080;118.007;118.017;1429;0;1
2018.05.18;6:00:00;118.017;118.059;117.972;118.031;1515;0;1
2018.05.18;7:00:00;118.031;118.063;118.008;118.047;870;0;1
2018.05.18;8:00:00;118.047;118.138;118.032;118.111;1621;0;1
2018.05.18;9:00:00;118.111;118.164;118.063;118.164;4944;0;1
2018.05.18;10:00:00;118.164;118.221;118.078;118.129;5365;0;1
2018.05.18;11:00:00;118.129;118.144;118.049;118.063;4761;0;1
2018.05.18;12:00:00;118.063;118.100;117.745;117.765;6061;0;1
2018.05.18;13:00:00;117.765;117.878;117.763;117.812;4611;0;1
2018.05.18;14:00:00;117.812;117.890;117.726;117.844;4478;0;1
2018.05.18;15:00:00;117.843;117.854;117.617;117.697;7336;0;1
2018.05.18;16:00:00;117.697;117.731;117.522;117.569;8626;0;1
2018.05.18;17:00:00;117.569;117.772;117.498;117.696;10272;0;1
2018.05.18;18:00:00;117.696;117.768;117.617;117.754;6372;0;1
2018.05.18;19:00:00;117.755;117.886;117.737;117.843;4368;0;1
2018.05.18;20:00:00;117.843;117.854;117.723;117.748;2038;0;1
2018.05.18;21:00:00;117.748;117.787;117.724;117.730;1810;0;1
2018.05.18;22:00:00;117.730;117.756;117.654;117.680;1505;0;1
2018.05.18;23:00:00;117.680;117.710;117.647;117.705;1216;0;1
2018.05.21;0:00:00;117.696;117.760;117.664;117.679;450;0;1
2018.05.21;1:00:00;117.679;117.711;117.640;117.664;1148;0;1
2018.05.21;2:00:00;117.664;117.683;117.604;117.652;1206;0;1
2018.05.21;3:00:00;117.652;117.676;117.440;117.475;3304;0;1
2018.05.21;4:00:00;117.475;117.587;117.448;117.587;2568;0;1
2018.05.21;5:00:00;117.587;117.589;117.456;117.471;1909;0;1
2018.05.21;6:00:00;117.471;117.547;117.466;117.516;1516;0;1
2018.05.21;7:00:00;117.516;117.535;117.446;117.504;1411;0;1
2018.05.21;8:00:00;117.504;117.526;117.456;117.500;1851;0;1
2018.05.21;9:00:00;117.501;117.503;117.278;117.285;4947;0;1
2018.05.21;10:00:00;117.285;117.331;117.204;117.255;5292;0;1
2018.05.21;11:00:00;117.255;117.448;117.166;117.416;5912;0;1
2018.05.21;12:00:00;117.416;117.472;117.333;117.471;3809;0;1
2018.05.21;13:00:00;117.471;117.594;117.428;117.510;4038;0;1
2018.05.21;14:00:00;117.510;117.626;117.448;117.615;4175;0;1
2018.05.21;15:00:00;117.615;117.738;117.525;117.690;5440;0;1
2018.05.21;16:00:00;117.692;117.795;117.632;117.649;5718;0;1
2018.05.21;17:00:00;117.649;117.772;117.430;117.520;6752;0;1
2018.05.21;18:00:00;117.521;117.689;117.498;117.685;4815;0;1
2018.05.21;19:00:00;117.684;117.748;117.646;117.712;4063;0;1
2018.05.21;20:00:00;117.711;117.781;117.660;117.697;2311;0;1
2018.05.21;21:00:00;117.696;117.741;117.658;117.720;1521;0;1
2018.05.21;22:00:00;117.719;117.884;117.710;117.862;2511;0;1
2018.05.21;23:00:00;117.862;117.957;117.845;117.911;1353;0;1
2018.05.22;0:00:00;117.911;117.949;117.878;117.940;666;0;1
2018.05.22;1:00:00;117.940;117.966;117.905;117.953;1083;0;1
2018.05.22;2:00:00;117.953;117.973;117.860;117.899;1303;0;1
2018.05.22;3:00:00;117.899;117.970;117.859;117.914;1696;0;1
2018.05.22;4:00:00;117.915;117.918;117.796;117.813;2495;0;1
2018.05.22;5:00:00;117.813;117.863;117.789;117.819;2103;0;1
2018.05.22;6:00:00;117.819;117.878;117.816;117.817;1368;0;1
2018.05.22;7:00:00;117.817;117.819;117.736;117.740;1078;0;1
2018.05.22;8:00:00;117.741;117.854;117.736;117.834;1394;0;1
2018.05.22;9:00:00;117.834;117.905;117.594;117.616;7097;0;1
2018.05.22;10:00:00;117.616;118.194;117.565;118.175;10755;0;1
2018.05.22;11:00:00;118.175;118.297;118.037;118.081;8566;0;1
2018.05.22;12:00:00;118.081;118.246;118.063;118.232;4885;0;1
2018.05.22;13:00:00;118.232;118.271;118.085;118.101;4670;0;1
2018.05.22;14:00:00;118.101;118.236;118.050;118.088;5545;0;1
2018.05.22;15:00:00;118.089;118.120;117.754;117.811;9164;0;1
2018.05.22;16:00:00;117.811;117.939;117.734;117.893;7181;0;1
2018.05.22;17:00:00;117.894;117.925;117.693;117.727;10349;0;1
2018.05.22;18:00:00;117.727;117.924;117.688;117.840;6972;0;1
2018.05.22;19:00:00;117.840;117.879;117.792;117.843;3502;0;1
2018.05.22;20:00:00;117.843;117.854;117.707;117.767;3471;0;1
2018.05.22;21:00:00;117.766;117.811;117.714;117.783;1752;0;1
2018.05.22;22:00:00;117.784;117.847;117.766;117.819;1794;0;1
2018.05.22;23:00:00;117.819;117.824;117.770;117.780;746;0;1
2018.05.23;0:00:00;117.782;117.801;117.759;117.780;863;0;1
2018.05.23;1:00:00;117.780;117.828;117.769;117.824;762;0;1
2018.05.23;2:00:00;117.824;117.896;117.779;117.882;1162;0;1
2018.05.23;3:00:00;117.882;117.890;117.792;117.825;2582;0;1
2018.05.23;4:00:00;117.825;117.879;117.550;117.630;4398;0;1
2018.05.23;5:00:00;117.630;117.654;117.528;117.541;3084;0;1
2018.05.23;6:00:00;117.541;117.625;117.502;117.622;2317;0;1
2018.05.23;7:00:00;117.622;117.678;117.596;117.657;1367;0;1
2018.05.23;8:00:00;117.657;117.684;117.622;117.628;1969;0;1
2018.05.23;9:00:00;117.627;117.679;117.515;117.649;6708;0;1
2018.05.23;10:00:00;117.648;117.648;117.016;117.117;16846;0;1
2018.05.23;11:00:00;117.117;117.307;116.985;117.289;11731;0;1
2018.05.23;12:00:00;117.289;117.478;117.149;117.255;9716;0;1
2018.05.23;13:00:00;117.255;117.330;117.114;117.136;6612;0;1
2018.05.23;14:00:00;117.136;117.136;116.920;117.001;7655;0;1
2018.05.23;15:00:00;117.001;117.136;116.970;117.006;8343;0;1
2018.05.23;16:00:00;117.006;117.176;116.849;117.062;11688;0;1
2018.05.23;17:00:00;117.062;117.193;116.980;117.036;8510;0;1
2018.05.23;18:00:00;117.036;117.100;116.902;116.926;7236;0;1
2018.05.23;19:00:00;116.926;117.070;116.900;116.933;7008;0;1
2018.05.23;20:00:00;116.933;116.943;116.780;116.785;4257;0;1
2018.05.23;21:00:00;116.785;117.099;116.758;116.973;9971;0;1
2018.05.23;22:00:00;116.973;117.071;116.936;117.037;4460;0;1
2018.05.23;23:00:00;117.038;117.050;116.942;116.951;1558;0;1
2018.05.24;0:00:00;116.948;117.068;116.948;117.026;5718;0;1
2018.05.24;1:00:00;117.029;117.064;117.008;117.048;1234;0;1
2018.05.24;2:00:00;117.047;117.138;117.044;117.092;1541;0;1
2018.05.24;3:00:00;117.092;117.092;117.010;117.069;3699;0;1
2018.05.24;4:00:00;117.069;117.119;116.907;116.961;3870;0;1
2018.05.24;5:00:00;116.960;117.127;116.913;117.059;2833;0;1
2018.05.24;6:00:00;117.059;117.091;116.980;117.038;1997;0;1
2018.05.24;7:00:00;117.038;117.140;117.038;117.090;2666;0;1
2018.05.24;8:00:00;117.090;117.093;116.970;117.073;3139;0;1
2018.05.24;9:00:00;117.073;117.212;116.931;117.174;10978;0;1
2018.05.24;10:00:00;117.174;117.330;117.130;117.224;8655;0;1
2018.05.24;11:00:00;117.223;117.459;117.202;117.381;8277;0;1
2018.05.24;12:00:00;117.380;117.451;117.266;117.282;5073;0;1
2018.05.24;13:00:00;117.284;117.306;117.166;117.200;3869;0;1
2018.05.24;14:00:00;117.200;117.229;117.054;117.138;6124;0;1
2018.05.24;15:00:00;117.137;117.373;117.132;117.266;7496;0;1
2018.05.24;16:00:00;117.266;117.352;117.145;117.303;9489;0;1
2018.05.24;17:00:00;117.302;117.503;117.172;117.243;11325;0;1
2018.05.24;18:00:00;117.244;117.335;117.201;117.286;5118;0;1
2018.05.24;19:00:00;117.286;117.331;117.240;117.322;2388;0;1
2018.05.24;20:00:00;117.322;117.441;117.319;117.392;3058;0;1
2018.05.24;21:00:00;117.394;117.394;117.245;117.269;2252;0;1
2018.05.24;22:00:00;117.268;117.285;117.212;117.241;1920;0;1
2018.05.24;23:00:00;117.241;117.258;117.188;117.192;962;0;1
2018.05.25;0:00:00;117.202;117.233;117.185;117.216;2591;0;1
2018.05.25;1:00:00;117.217;117.234;117.183;117.214;880;0;1
2018.05.25;2:00:00;117.214;117.230;117.180;117.220;747;0;1
2018.05.25;3:00:00;117.221;117.263;117.153;117.178;3326;0;1
2018.05.25;4:00:00;117.178;117.181;117.061;117.101;3239;0;1
2018.05.25;5:00:00;117.101;117.108;117.050;117.082;1806;0;1
2018.05.25;6:00:00;117.082;117.125;117.062;117.091;1223;0;1
2018.05.25;7:00:00;117.091;117.112;117.060;117.092;832;0;1
2018.05.25;8:00:00;117.092;117.108;117.048;117.058;1212;0;1
2018.05.25;9:00:00;117.058;117.109;116.984;117.021;5558;0;1
2018.05.25;10:00:00;117.021;117.043;116.843;116.888;7402;0;1
2018.05.25;11:00:00;116.888;117.281;116.880;117.270;9330;0;1
2018.05.25;12:00:00;117.270;117.287;117.044;117.141;5853;0;1
2018.05.25;13:00:00;117.141;117.335;117.056;117.088;5892;0;1
2018.05.25;14:00:00;117.088;117.097;116.620;116.683;8504;0;1
2018.05.25;15:00:00;116.684;116.867;116.639;116.765;8980;0;1
2018.05.25;16:00:00;116.765;116.801;116.464;116.511;10986;0;1
2018.05.25;17:00:00;116.511;116.654;116.490;116.552;8638;0;1
2018.05.25;18:00:00;116.551;116.699;116.520;116.654;5824;0;1
2018.05.25;19:00:00;116.654;116.704;116.573;116.612;3858;0;1
2018.05.25;20:00:00;116.612;116.759;116.579;116.600;4339;0;1
2018.05.25;21:00:00;116.600;116.695;116.549;116.691;2632;0;1
2018.05.25;22:00:00;116.689;116.697;116.602;116.608;1746;0;1
2018.05.25;23:00:00;116.608;116.623;116.452;116.492;1938;0;1
2018.05.28;0:00:00;116.823;116.907;116.791;116.879;2019;0;4
2018.05.28;1:00:00;116.879;116.902;116.753;116.888;3378;0;1
2018.05.28;2:00:00;116.888;116.921;116.842;116.887;1712;0;1
2018.05.28;3:00:00;116.887;117.053;116.840;116.976;3735;0;1
2018.05.28;4:00:00;116.976;117.124;116.954;117.055;3989;0;1
2018.05.28;5:00:00;117.055;117.077;116.990;117.072;2286;0;1
2018.05.28;6:00:00;117.072;117.186;117.065;117.161;1481;0;1
2018.05.28;7:00:00;117.161;117.245;117.132;117.245;1371;0;1
2018.05.28;8:00:00;117.245;117.284;117.201;117.265;2102;0;1
2018.05.28;9:00:00;117.265;117.274;117.046;117.078;5853;0;1
2018.05.28;10:00:00;117.078;117.114;116.883;116.958;7127;0;1
2018.05.28;11:00:00;116.958;116.968;116.758;116.780;6086;0;1
2018.05.28;12:00:00;116.780;116.788;116.605;116.683;6975;0;1
2018.05.28;13:00:00;116.683;116.683;116.391;116.573;10795;0;1
2018.05.28;14:00:00;116.573;116.573;116.348;116.405;5224;0;1
2018.05.28;15:00:00;116.404;116.470;116.079;116.091;6888;0;1
2018.05.28;16:00:00;116.091;116.251;116.073;116.164;5441;0;1
2018.05.28;17:00:00;116.164;116.292;116.158;116.210;4605;0;1
2018.05.28;18:00:00;116.211;116.317;116.195;116.283;3260;0;1
2018.05.28;19:00:00;116.283;116.328;116.242;116.287;1110;0;1
2018.05.28;20:00:00;116.287;116.288;116.227;116.273;1886;0;1
2018.05.28;21:00:00;116.273;116.281;116.268;116.277;1494;0;1
2018.05.28;22:00:00;116.276;116.285;116.257;116.264;1362;0;1
2018.05.28;23:00:00;116.263;116.267;116.237;116.238;965;0;1
2018.05.29;0:00:00;116.230;116.247;116.182;116.239;2711;0;9
2018.05.29;1:00:00;116.239;116.279;116.228;116.264;1010;0;2
2018.05.29;2:00:00;116.263;116.289;116.243;116.263;785;0;1
2018.05.29;3:00:00;116.263;116.333;116.223;116.270;2488;0;1
2018.05.29;4:00:00;116.270;116.285;116.138;116.212;3777;0;1
2018.05.29;5:00:00;116.212;116.275;116.200;116.238;1658;0;1
2018.05.29;6:00:00;116.238;116.327;116.200;116.285;1569;0;1
2018.05.29;7:00:00;116.285;116.322;116.275;116.290;1246;0;1
2018.05.29;8:00:00;116.290;116.358;116.253;116.308;1609;0;1
2018.05.29;9:00:00;116.308;116.396;115.858;115.947;12153;0;1
2018.05.29;10:00:00;115.947;116.001;115.659;115.675;10799;0;0
2018.05.29;11:00:00;115.675;115.752;115.308;115.428;15220;0;1
2018.05.29;12:00:00;115.428;115.533;115.098;115.423;15109;0;1
2018.05.29;13:00:00;115.423;115.693;115.392;115.512;13320;0;1
2018.05.29;14:00:00;115.512;115.558;115.327;115.542;10864;0;1
2018.05.29;15:00:00;115.543;115.818;115.513;115.762;9812;0;1
2018.05.29;16:00:00;115.762;115.847;115.671;115.783;9756;0;1
2018.05.29;17:00:00;115.781;115.898;115.601;115.643;10669;0;1
2018.05.29;18:00:00;115.644;115.657;115.417;115.511;11343;0;1
2018.05.29;19:00:00;115.510;115.598;115.441;115.462;6609;0;1
2018.05.29;20:00:00;115.464;115.468;115.196;115.347;5492;0;1
2018.05.29;21:00:00;115.347;115.411;115.238;115.324;6534;0;1
2018.05.29;22:00:00;115.324;115.418;115.262;115.364;5260;0;1
2018.05.29;23:00:00;115.364;115.438;115.332;115.391;1910;0;1
2018.05.30;0:00:00;115.349;115.469;115.334;115.439;2257;0;1
2018.05.30;1:00:00;115.438;115.488;115.390;115.410;1536;0;1
2018.05.30;2:00:00;115.410;115.445;115.333;115.378;1716;0;1
2018.05.30;3:00:00;115.377;115.418;115.319;115.343;3545;0;1
2018.05.30;4:00:00;115.343;115.463;115.317;115.391;2558;0;1
2018.05.30;5:00:00;115.391;115.393;115.186;115.266;2502;0;1
2018.05.30;6:00:00;115.266;115.380;115.204;115.336;2214;0;1
2018.05.30;7:00:00;115.336;115.425;115.317;115.407;1030;0;1
2018.05.30;8:00:00;115.407;115.577;115.296;115.556;3428;0;1
2018.05.30;9:00:00;115.557;115.825;115.502;115.797;12083;0;1
2018.05.30;10:00:00;115.805;116.120;115.700;116.032;12730;0;1
2018.05.30;11:00:00;116.032;116.116;115.814;116.114;11805;0;1
2018.05.30;12:00:00;116.114;116.177;115.922;116.157;10608;0;1
2018.05.30;13:00:00;116.157;116.299;116.021;116.282;10239;0;1
2018.05.30;14:00:00;116.282;116.406;116.223;116.374;7943;0;1
2018.05.30;15:00:00;116.372;116.477;116.246;116.254;10814;0;1
2018.05.30;16:00:00;116.252;116.321;116.133;116.162;7885;0;1
2018.05.30;17:00:00;116.161;116.192;115.941;116.109;9770;0;1
2018.05.30;18:00:00;116.110;116.762;116.100;116.638;13761;0;1
2018.05.30;19:00:00;116.638;116.673;116.520;116.636;5944;0;1
2018.05.30;20:00:00;116.636;116.671;116.505;116.516;3232;0;1
2018.05.30;21:00:00;116.517;116.546;116.451;116.533;2703;0;1
2018.05.30;22:00:00;116.533;116.638;116.515;116.617;1789;0;1
2018.05.30;23:00:00;116.615;116.701;116.589;116.622;1693;0;1
2018.05.31;0:00:00;116.622;116.687;116.605;116.668;3514;0;1
2018.05.31;1:00:00;116.668;116.693;116.620;116.648;1011;0;1
2018.05.31;2:00:00;116.648;116.710;116.632;116.647;1090;0;1
2018.05.31;3:00:00;116.647;116.663;116.550;116.626;3152;0;1
2018.05.31;4:00:00;116.626;116.627;116.479;116.541;2115;0;1
2018.05.31;5:00:00;116.541;116.604;116.525;116.580;1439;0;1
2018.05.31;6:00:00;116.580;116.723;116.571;116.663;1855;0;1
2018.05.31;7:00:00;116.663;116.677;116.617;116.650;1107;0;1
2018.05.31;8:00:00;116.650;116.885;116.591;116.813;3367;0;1
2018.05.31;9:00:00;116.813;116.986;116.643;116.841;8902;0;1
2018.05.31;10:00:00;116.842;117.190;116.790;117.116;10806;0;1
2018.05.31;11:00:00;117.116;117.244;117.037;117.198;6887;0;1
2018.05.31;12:00:00;117.198;117.232;116.918;117.029;8417;0;1
2018.05.31;13:00:00;117.029;117.040;116.733;116.790;5615;0;1
2018.05.31;14:00:00;116.790;117.085;116.765;117.078;4393;0;1
2018.05.31;15:00:00;117.078;117.087;116.701;116.725;7035;0;1
2018.05.31;16:00:00;116.725;116.745;116.455;116.485;12378;0;1
2018.05.31;17:00:00;116.485;116.822;116.484;116.701;11908;0;1
2018.05.31;18:00:00;116.702;116.985;116.409;116.686;15717;0;1
2018.05.31;19:00:00;116.686;116.747;116.573;116.705;5025;0;1
2018.05.31;20:00:00;116.705;116.891;116.703;116.783;4867;0;1
2018.05.31;21:00:00;116.783;116.943;116.732;116.861;3627;0;1
2018.05.31;22:00:00;116.861;116.934;116.827;116.903;3008;0;1
2018.05.31;23:00:00;116.903;116.971;116.883;116.906;1156;0;1
2018.06.01;0:00:00;116.879;116.945;116.852;116.917;1419;0;5
2018.06.01;1:00:00;116.917;117.065;116.915;117.049;2503;0;1
2018.06.01;2:00:00;117.050;117.050;116.916;116.923;1179;0;1
2018.06.01;3:00:00;116.923;116.947;116.858;116.938;1904;0;1
2018.06.01;4:00:00;116.938;116.963;116.871;116.922;2884;0;1
2018.06.01;5:00:00;116.922;116.965;116.838;116.848;1582;0;1
2018.06.01;6:00:00;116.848;116.867;116.770;116.820;1437;0;1
2018.06.01;7:00:00;116.820;116.826;116.758;116.781;828;0;1
2018.06.01;8:00:00;116.781;116.794;116.653;116.751;2097;0;1
2018.06.01;9:00:00;116.751;116.860;116.653;116.850;7736;0;1
2018.06.01;10:00:00;116.851;117.029;116.805;116.835;8436;0;1
2018.06.01;11:00:00;116.835;116.978;116.774;116.819;5888;0;1
2018.06.01;12:00:00;116.818;117.083;116.775;117.050;5438;0;1
2018.06.01;13:00:00;117.049;117.179;117.021;117.096;6542;0;1
2018.06.01;14:00:00;117.096;117.104;116.706;116.742;6380;0;1
2018.06.01;15:00:00;116.743;116.878;116.476;116.581;15088;0;1
2018.06.01;16:00:00;116.580;116.835;116.538;116.701;11949;0;1
2018.06.01;17:00:00;116.698;116.786;116.166;116.635;18644;0;1
2018.06.01;18:00:00;116.635;116.811;116.609;116.775;6781;0;1
2018.06.01;19:00:00;116.775;116.798;116.613;116.654;2498;0;1
2018.06.01;20:00:00;116.654;116.693;116.552;116.576;2199;0;1
2018.06.01;21:00:00;116.576;116.636;116.563;116.631;1912;0;1
2018.06.01;22:00:00;116.632;116.635;116.535;116.551;1942;0;1
2018.06.01;23:00:00;116.551;116.660;116.547;116.596;1354;0;1
2018.06.04;0:00:00;116.554;116.685;116.554;116.620;729;0;6
2018.06.04;1:00:00;116.620;116.639;116.611;116.621;725;0;1
2018.06.04;2:00:00;116.621;116.683;116.621;116.671;1203;0;1
2018.06.04;3:00:00;116.671;116.796;116.669;116.756;3188;0;1
2018.06.04;4:00:00;116.756;116.910;116.725;116.892;2415;0;1
2018.06.04;5:00:00;116.892;116.907;116.854;116.868;2258;0;1
2018.06.04;6:00:00;116.868;116.966;116.865;116.949;1599;0;1
2018.06.04;7:00:00;116.949;116.958;116.897;116.916;1127;0;1
2018.06.04;8:00:00;116.916;116.969;116.879;116.908;1389;0;1
2018.06.04;9:00:00;116.907;116.934;116.763;116.836;7121;0;1
2018.06.04;10:00:00;116.836;117.149;116.750;116.964;9165;0;1
2018.06.04;11:00:00;116.963;117.181;116.842;117.097;7657;0;1
2018.06.04;12:00:00;117.097;117.337;117.076;117.295;7454;0;1
2018.06.04;13:00:00;117.295;117.373;117.201;117.215;5536;0;1
2018.06.04;14:00:00;117.215;117.383;117.201;117.371;4624;0;1
2018.06.04;15:00:00;117.371;117.445;117.152;117.156;5837;0;1
2018.06.04;16:00:00;117.156;117.235;117.060;117.167;5522;0;1
2018.06.04;17:00:00;117.167;117.256;116.915;116.971;7396;0;0
2018.06.04;18:00:00;116.970;117.019;116.772;116.949;5588;0;1
2018.06.04;19:00:00;116.949;116.975;116.838;116.854;3250;0;1
2018.06.04;20:00:00;116.854;116.988;116.853;116.988;2237;0;1
2018.06.04;21:00:00;116.988;117.023;116.929;116.984;2013;0;1
2018.06.04;22:00:00;116.984;116.993;116.939;116.963;1264;0;1
2018.06.04;23:00:00;116.963;116.989;116.932;116.978;844;0;1
2018.06.05;0:00:00;116.966;117.017;116.892;116.959;1841;0;1
2018.06.05;1:00:00;116.961;116.996;116.958;116.991;653;0;1
2018.06.05;2:00:00;116.991;117.007;116.950;117.001;1024;0;1
2018.06.05;3:00:00;117.002;117.034;116.927;116.936;2049;0;1
2018.06.05;4:00:00;116.936;116.976;116.883;116.941;2119;0;1
2018.06.05;5:00:00;116.941;116.950;116.868;116.901;1690;0;1
2018.06.05;6:00:00;116.901;116.955;116.892;116.906;1038;0;1
2018.06.05;7:00:00;116.906;116.914;116.861;116.867;1449;0;1
2018.06.05;8:00:00;116.867;116.914;116.832;116.910;2173;0;1
2018.06.05;9:00:00;116.910;117.061;116.837;117.039;5018;0;1
2018.06.05;10:00:00;117.039;117.081;116.855;116.951;7304;0;1
2018.06.05;11:00:00;116.951;117.165;116.911;117.047;7599;0;1
2018.06.05;12:00:00;117.047;117.063;116.922;117.024;5612;0;1
2018.06.05;13:00:00;117.024;117.027;116.760;116.782;5278;0;1
2018.06.05;14:00:00;116.782;116.866;116.763;116.823;3992;0;1
2018.06.05;15:00:00;116.821;116.878;116.621;116.662;7667;0;1
2018.06.05;16:00:00;116.662;116.752;116.590;116.666;5903;0;1
2018.06.05;17:00:00;116.630;116.711;116.526;116.673;7072;0;1
2018.06.05;18:00:00;116.676;116.835;116.645;116.719;7447;0;1
2018.06.05;19:00:00;116.718;117.273;116.688;117.151;11952;0;1
2018.06.05;20:00:00;117.151;117.321;117.151;117.298;5442;0;1
2018.06.05;21:00:00;117.298;117.315;117.120;117.139;3531;0;1
2018.06.05;22:00:00;117.139;117.152;117.083;117.136;2132;0;1
2018.06.05;23:00:00;117.136;117.184;117.121;117.167;792;0;1
2018.06.06;0:00:00;117.118;117.191;117.107;117.166;1228;0;1
2018.06.06;1:00:00;117.169;117.204;117.156;117.204;970;0;1
2018.06.06;2:00:00;117.203;117.324;117.173;117.262;1629;0;1
2018.06.06;3:00:00;117.262;117.290;117.177;117.247;1781;0;1
2018.06.06;4:00:00;117.247;117.344;117.223;117.267;1855;0;1
2018.06.06;5:00:00;117.267;117.276;117.183;117.229;1105;0;1
2018.06.06;6:00:00;117.229;117.285;117.193;117.264;826;0;1
2018.06.06;7:00:00;117.264;117.266;117.148;117.154;1065;0;1
2018.06.06;8:00:00;117.152;117.268;117.140;117.224;1874;0;1
2018.06.06;9:00:00;117.224;117.523;117.205;117.223;10241;0;1
2018.06.06;10:00:00;117.222;117.670;117.152;117.606;17059;0;1
2018.06.06;11:00:00;117.607;117.709;117.382;117.423;7309;0;1
2018.06.06;12:00:00;117.423;117.708;117.415;117.708;6695;0;1
2018.06.06;13:00:00;117.708;117.757;117.607;117.675;4947;0;1
2018.06.06;14:00:00;117.675;117.796;117.636;117.708;4851;0;1
2018.06.06;15:00:00;117.708;117.769;117.618;117.658;6118;0;1
2018.06.06;16:00:00;117.658;117.956;117.651;117.887;5902;0;1
2018.06.06;17:00:00;117.887;117.903;117.731;117.809;8345;0;1
2018.06.06;18:00:00;117.810;117.828;117.615;117.773;5371;0;1
2018.06.06;19:00:00;117.773;117.840;117.708;117.766;3685;0;1
2018.06.06;20:00:00;117.766;117.802;117.648;117.649;2881;0;1
2018.06.06;21:00:00;117.649;117.710;117.605;117.681;2136;0;1
2018.06.06;22:00:00;117.681;117.775;117.647;117.709;1877;0;1
2018.06.06;23:00:00;117.709;117.757;117.697;117.735;623;0;1
2018.06.07;0:00:00;117.728;117.774;117.723;117.764;6413;0;1
2018.06.07;1:00:00;117.764;117.828;117.745;117.816;1001;0;1
2018.06.07;2:00:00;117.815;117.838;117.795;117.813;1198;0;1
2018.06.07;3:00:00;117.813;117.924;117.810;117.918;1912;0;1
2018.06.07;4:00:00;117.918;117.997;117.875;117.880;2105;0;1
2018.06.07;5:00:00;117.880;117.941;117.879;117.890;1685;0;1
2018.06.07;6:00:00;117.890;117.930;117.843;117.865;1384;0;1
2018.06.07;7:00:00;117.865;117.950;117.854;117.939;1284;0;1
2018.06.07;8:00:00;117.939;118.061;117.938;118.051;2051;0;1
2018.06.07;9:00:00;118.051;118.136;117.907;118.105;8184;0;1
2018.06.07;10:00:00;118.104;118.380;118.081;118.276;7321;0;1
2018.06.07;11:00:00;118.276;118.305;118.142;118.209;5327;0;1
2018.06.07;12:00:00;118.208;118.279;118.160;118.192;3884;0;1
2018.06.07;13:00:00;118.192;118.295;118.170;118.252;4461;0;1
2018.06.07;14:00:00;118.252;118.389;118.134;118.296;7184;0;1
2018.06.07;15:00:00;118.296;118.398;118.275;118.338;7235;0;1
2018.06.07;16:00:00;118.338;118.368;118.059;118.122;7343;0;1
2018.06.07;17:00:00;118.122;118.289;118.057;118.285;9436;0;1
2018.06.07;18:00:00;118.285;118.304;118.131;118.143;7220;0;1
